"COD. IBGE";"UF";"NOME DA CIDADE"
3509205;"SP";"CAJAMAR"
3509254;"SP";"CAJATI"
3509304;"SP";"CAJOBI"
3509403;"SP";"CAJURU"
3509452;"SP";"CAMPINA DO MONTE ALEGRE"
3509502;"SP";"CAMPINAS"
3509601;"SP";"CAMPO LIMPO PAULISTA"
3509700;"SP";"CAMPOS DO JORDAO"
3509809;"SP";"CAMPOS NOVOS PAULISTA"
3509908;"SP";"CANANEIA"
3509957;"SP";"CANAS"
3510005;"SP";"CANDIDO MOTA"
3510104;"SP";"CANDIDO RODRIGUES"
3510153;"SP";"CANITAR"
3510203;"SP";"CAPAO BONITO"
3510302;"SP";"CAPELA DO ALTO"
3510401;"SP";"CAPIVARI"
3510500;"SP";"CARAGUATATUBA"
3510609;"SP";"CARAPICUIBA"
3510708;"SP";"CARDOSO"
3510807;"SP";"CASA BRANCA"
3510906;"SP";"CASSIA DOS COQUEIROS"
3511003;"SP";"CASTILHO"
3511102;"SP";"CATANDUVA"
3511201;"SP";"CATIGUA"
3511300;"SP";"CEDRAL"
3511409;"SP";"CERQUEIRA CESAR"
3511508;"SP";"CERQUILHO"
3511607;"SP";"CESARIO LANGE"
3511706;"SP";"CHARQUEADA"
3557204;"SP";"CHAVANTES"
3511904;"SP";"CLEMENTINA"
3512001;"SP";"COLINA"
3512100;"SP";"COLOMBIA"
3512209;"SP";"CONCHAL"
3512308;"SP";"CONCHAS"
3512407;"SP";"CORDEIROPOLIS"
3512506;"SP";"COROADOS"
3512605;"SP";"CORONEL MACEDO"
3512704;"SP";"CORUMBATAI"
3512803;"SP";"COSMOPOLIS"
3512902;"SP";"COSMORAMA"
3513009;"SP";"COTIA"
3513108;"SP";"CRAVINHOS"
3513207;"SP";"CRISTAIS PAULISTA"
3513306;"SP";"CRUZALIA"
3513405;"SP";"CRUZEIRO"
3513504;"SP";"CUBATAO"
3513603;"SP";"CUNHA"
3513702;"SP";"DESCALVADO"
3513801;"SP";"DIADEMA"
3513850;"SP";"DIRCE REIS"
3513900;"SP";"DIVINOLANDIA"
3514007;"SP";"DOBRADA"
3514106;"SP";"DOIS CORREGOS"
3514205;"SP";"DOLCINOPOLIS"
3514304;"SP";"DOURADO"
3514403;"SP";"DRACENA"
3514502;"SP";"DUARTINA"
3514601;"SP";"DUMONT"
3514700;"SP";"ECHAPORA"
3514809;"SP";"ELDORADO"
3514908;"SP";"ELIAS FAUSTO"
3514924;"SP";"ELISIARIO"
3514957;"SP";"EMBAUBA"
3515004;"SP";"EMBU"
3515103;"SP";"EMBU-GUACU"
3515129;"SP";"EMILIANOPOLIS"
3515152;"SP";"ENGENHEIRO COELHO"
3515186;"SP";"ESPIRITO SANTO DO PINHAL"
3515194;"SP";"ESPIRITO SANTO DO TURVO"
3557303;"SP";"ESTIVA GERBI"
3515202;"SP";"ESTRELA D OESTE"
3515301;"SP";"ESTRELA DO NORTE"
3515350;"SP";"EUCLIDES DA CUNHA PAULISTA"
3515400;"SP";"FARTURA"
3515509;"SP";"FERNANDOPOLIS"
3515608;"SP";"FERNANDO PRESTES"
3515657;"SP";"FERNAO"
3515707;"SP";"FERRAZ DE VASCONCELOS"
3515806;"SP";"FLORA RICA"
3515905;"SP";"FLOREAL"
3516002;"SP";"FLORIDA PAULISTA"
3516101;"SP";"FLORINIA"
3516200;"SP";"FRANCA"
3516309;"SP";"FRANCISCO MORATO"
3516408;"SP";"FRANCO DA ROCHA"
3516507;"SP";"GABRIEL MONTEIRO"
3516606;"SP";"GALIA"
3516705;"SP";"GARCA"
3516804;"SP";"GASTAO VIDIGAL"
3516853;"SP";"GAVIAO PEIXOTO"
3516903;"SP";"GENERAL SALGADO"
3517000;"SP";"GETULINA"
3517109;"SP";"GLICERIO"
3517208;"SP";"GUAICARA"
3517307;"SP";"GUAIMBE"
3517406;"SP";"GUAIRA"
3517505;"SP";"GUAPIACU"
3517604;"SP";"GUAPIARA"
3517703;"SP";"GUARA"
3517802;"SP";"GUARACAI"
3517901;"SP";"GUARACI"
3518008;"SP";"GUARANI D OESTE"
3518107;"SP";"GUARANTA"
3518206;"SP";"GUARARAPES"
3518305;"SP";"GUARAREMA"
3518404;"SP";"GUARATINGUETA"
3518503;"SP";"GUAREI"
3518602;"SP";"GUARIBA"
3518701;"SP";"GUARUJA"
3518800;"SP";"GUARULHOS"
3518859;"SP";"GUATAPARA"
3518909;"SP";"GUZOLANDIA"
3519006;"SP";"HERCULANDIA"
3519055;"SP";"HOLAMBRA"
3519071;"SP";"HORTOLANDIA"
3519105;"SP";"IACANGA"
3519204;"SP";"IACRI"
3519253;"SP";"IARAS"
3519303;"SP";"IBATE"
3519402;"SP";"IBIRA"
3519501;"SP";"IBIRAREMA"
3519600;"SP";"IBITINGA"
3519709;"SP";"IBIUNA"
3519808;"SP";"ICEM"
3519907;"SP";"IEPE"
3520004;"SP";"IGARACU DO TIETE"
3520103;"SP";"IGARAPAVA"
3520202;"SP";"IGARATA"
3520301;"SP";"IGUAPE"
3520400;"SP";"ILHABELA"
3520426;"SP";"ILHA COMPRIDA"
3520442;"SP";"ILHA SOLTEIRA"
3520509;"SP";"INDAIATUBA"
3520608;"SP";"INDIANA"
3520707;"SP";"INDIAPORA"
3520806;"SP";"INUBIA PAULISTA"
3520905;"SP";"IPAUSSU"
3521002;"SP";"IPERO"
3521101;"SP";"IPEUNA"
3521150;"SP";"IPIGUA"
3521200;"SP";"IPORANGA"
3521309;"SP";"IPUA"
3521408;"SP";"IRACEMAPOLIS"
3521507;"SP";"IRAPUA"
3521606;"SP";"IRAPURU"
3521705;"SP";"ITABERA"
3521804;"SP";"ITAI"
3521903;"SP";"ITAJOBI"
3522000;"SP";"ITAJU"
3522109;"SP";"ITANHAEM"
3522158;"SP";"ITAOCA"
3522208;"SP";"ITAPECERICA DA SERRA"
3522307;"SP";"ITAPETININGA"
3522406;"SP";"ITAPEVA"
3522505;"SP";"ITAPEVI"
3522604;"SP";"ITAPIRA"
3522653;"SP";"ITAPIRAPUA PAULISTA"
3522703;"SP";"ITAPOLIS"
3522802;"SP";"ITAPORANGA"
3522901;"SP";"ITAPUI"
3523008;"SP";"ITAPURA"
3523107;"SP";"ITAQUAQUECETUBA"
3523206;"SP";"ITARARE"
3523305;"SP";"ITARIRI"
3523404;"SP";"ITATIBA"
3523503;"SP";"ITATINGA"
3523602;"SP";"ITIRAPINA"
3523701;"SP";"ITIRAPUA"
3523800;"SP";"ITOBI"
3523909;"SP";"ITU"
3524006;"SP";"ITUPEVA"
3524105;"SP";"ITUVERAVA"
3524204;"SP";"JABORANDI"
3524303;"SP";"JABOTICABAL"
3524402;"SP";"JACAREI"
3524501;"SP";"JACI"
3524600;"SP";"JACUPIRANGA"
3524709;"SP";"JAGUARIUNA"
3524808;"SP";"JALES"
3524907;"SP";"JAMBEIRO"
3525003;"SP";"JANDIRA"
3525102;"SP";"JARDINOPOLIS"
3525201;"SP";"JARINU"
3525300;"SP";"JAU"
3525409;"SP";"JERIQUARA"
3525508;"SP";"JOANOPOLIS"
3525607;"SP";"JOAO RAMALHO"
3525706;"SP";"JOSE BONIFACIO"
3525805;"SP";"JULIO MESQUITA"
3525854;"SP";"JUMIRIM"
3525904;"SP";"JUNDIAI"
3526001;"SP";"JUNQUEIROPOLIS"
3526100;"SP";"JUQUIA"
3526209;"SP";"JUQUITIBA"
3526308;"SP";"LAGOINHA"
3526407;"SP";"LARANJAL PAULISTA"
3526506;"SP";"LAVINIA"
3526605;"SP";"LAVRINHAS"
3526704;"SP";"LEME"
3526803;"SP";"LENCOIS PAULISTA"
3526902;"SP";"LIMEIRA"
3527009;"SP";"LINDOIA"
3527108;"SP";"LINS"
3527207;"SP";"LORENA"
3527256;"SP";"LOURDES"
3527306;"SP";"LOUVEIRA"
3527405;"SP";"LUCELIA"
3527504;"SP";"LUCIANOPOLIS"
3527603;"SP";"LUIS ANTONIO"
3527702;"SP";"LUIZIANIA"
3527801;"SP";"LUPERCIO"
3527900;"SP";"LUTECIA"
3528007;"SP";"MACATUBA"
3528106;"SP";"MACAUBAL"
3528205;"SP";"MACEDONIA"
3528304;"SP";"MAGDA"
3528403;"SP";"MAIRINQUE"
3528502;"SP";"MAIRIPORA"
3528601;"SP";"MANDURI"
3528700;"SP";"MARABA PAULISTA"
3528809;"SP";"MARACAI"
3528858;"SP";"MARAPOAMA"
3528908;"SP";"MARIAPOLIS"
3529005;"SP";"MARILIA"
3529104;"SP";"MARINOPOLIS"
3529203;"SP";"MARTINOPOLIS"
3529302;"SP";"MATAO"
3529401;"SP";"MAUA"
3529500;"SP";"MENDONCA"
3529609;"SP";"MERIDIANO"
3529658;"SP";"MESOPOLIS"
3529708;"SP";"MIGUELOPOLIS"
3529807;"SP";"MINEIROS DO TIETE"
3529906;"SP";"MIRACATU"
3530003;"SP";"MIRA ESTRELA"
3530102;"SP";"MIRANDOPOLIS"
3530201;"SP";"MIRANTE DO PARANAPANEMA"
3530300;"SP";"MIRASSOL"
3530409;"SP";"MIRASSOLANDIA"
3530508;"SP";"MOCOCA"
3530607;"SP";"MOGI DAS CRUZES"
3530706;"SP";"MOGI-GUACU"
3530805;"SP";"MOJI MIRIM"
3530904;"SP";"MOMBUCA"
3531001;"SP";"MONCOES"
3531100;"SP";"MONGAGUA"
3531209;"SP";"MONTE ALEGRE DO SUL"
3531308;"SP";"MONTE ALTO"
3531407;"SP";"MONTE APRAZIVEL"
3531506;"SP";"MONTE AZUL PAULISTA"
3531605;"SP";"MONTE CASTELO"
3531704;"SP";"MONTEIRO LOBATO"
3531803;"SP";"MONTE MOR"
3531902;"SP";"MORRO AGUDO"
3532009;"SP";"MORUNGABA"
3532058;"SP";"MOTUCA"
3532108;"SP";"MURUTINGA DO SUL"
3532157;"SP";"NANTES"
3532207;"SP";"NARANDIBA"
3532306;"SP";"NATIVIDADE DA SERRA"
3532405;"SP";"NAZARE PAULISTA"
3532504;"SP";"NEVES PAULISTA"
3532603;"SP";"NHANDEARA"
3532702;"SP";"NIPOA"
3532801;"SP";"NOVA ALIANCA"
3532827;"SP";"NOVA CAMPINA"
3532843;"SP";"NOVA CANAA PAULISTA"
3532868;"SP";"NOVA CASTILHO"
3532900;"SP";"NOVA EUROPA"
3533007;"SP";"NOVA GRANADA"
3533106;"SP";"NOVA GUATAPORANGA"
3533205;"SP";"NOVA INDEPENDENCIA"
3533254;"SP";"NOVAIS"
3533304;"SP";"NOVA LUZITANIA"
3533403;"SP";"NOVA ODESSA"
3533502;"SP";"NOVO HORIZONTE"
3533601;"SP";"NUPORANGA"
3533700;"SP";"OCAUCU"
3533809;"SP";"OLEO"
3533908;"SP";"OLIMPIA"
3534005;"SP";"ONDA VERDE"
3534104;"SP";"ORIENTE"
3534203;"SP";"ORINDIUVA"
3534302;"SP";"ORLANDIA"
3534401;"SP";"OSASCO"
3534500;"SP";"OSCAR BRESSANE"
3534609;"SP";"OSVALDO CRUZ"
3534708;"SP";"OURINHOS"
3534757;"SP";"OUROESTE"
3534807;"SP";"OURO VERDE"
3534906;"SP";"PACAEMBU"
3535002;"SP";"PALESTINA"
3535101;"SP";"PALMARES PAULISTA"
3535200;"SP";"PALMEIRA D OESTE"
3535309;"SP";"PALMITAL"
3535408;"SP";"PANORAMA"
3535507;"SP";"PARAGUACU PAULISTA"
3535606;"SP";"PARAIBUNA"
3535705;"SP";"PARAISO"
3535804;"SP";"PARANAPANEMA"
3535903;"SP";"PARANAPUA"
3536000;"SP";"PARAPUA"
3536109;"SP";"PARDINHO"
3536208;"SP";"PARIQUERA-ACU"
3536257;"SP";"PARISI"
3536307;"SP";"PATROCINIO PAULISTA"
3536406;"SP";"PAULICEIA"
3536505;"SP";"PAULINIA"
3536570;"SP";"PAULISTANIA"
3536604;"SP";"PAULO DE FARIA"
3536703;"SP";"PEDERNEIRAS"
3536802;"SP";"PEDRA BELA"
3536901;"SP";"PEDRANOPOLIS"
3537008;"SP";"PEDREGULHO"
3537107;"SP";"PEDREIRA"
3537156;"SP";"PEDRINHAS PAULISTA"
3537206;"SP";"PEDRO DE TOLEDO"
3537305;"SP";"PENAPOLIS"
3537404;"SP";"PEREIRA BARRETO"
3537503;"SP";"PEREIRAS"
3537602;"SP";"PERUIBE"
3537701;"SP";"PIACATU"
3537800;"SP";"PIEDADE"
3537909;"SP";"PILAR DO SUL"
3538006;"SP";"PINDAMONHANGABA"
3538105;"SP";"PINDORAMA"
3538204;"SP";"PINHALZINHO"
3538303;"SP";"PIQUEROBI"
3538501;"SP";"PIQUETE"
3538600;"SP";"PIRACAIA"
3538709;"SP";"PIRACICABA"
3538808;"SP";"PIRAJU"
3538907;"SP";"PIRAJUI"
3539004;"SP";"PIRANGI"
3539103;"SP";"PIRAPORA DO BOM JESUS"
3539202;"SP";"PIRAPOZINHO"
3539301;"SP";"PIRASSUNUNGA"
3539400;"SP";"PIRATININGA"
3539509;"SP";"PITANGUEIRAS"
3539608;"SP";"PLANALTO"
3539707;"SP";"PLATINA"
3539806;"SP";"POA"
3539905;"SP";"POLONI"
3540002;"SP";"POMPEIA"
3540101;"SP";"PONGAI"
3540200;"SP";"PONTAL"
3540259;"SP";"PONTALINDA"
3540309;"SP";"PONTES GESTAL"
3540408;"SP";"POPULINA"
3540507;"SP";"PORANGABA"
3540606;"SP";"PORTO FELIZ"
3540705;"SP";"PORTO FERREIRA"
3540754;"SP";"POTIM"
3540804;"SP";"POTIRENDABA"
3540853;"SP";"PRACINHA"
3540903;"SP";"PRADOPOLIS"
3541000;"SP";"PRAIA GRANDE"
3541059;"SP";"PRATANIA"
3541109;"SP";"PRESIDENTE ALVES"
3541208;"SP";"PRESIDENTE BERNARDES"
3541307;"SP";"PRESIDENTE EPITACIO"
3541406;"SP";"PRESIDENTE PRUDENTE"
3541505;"SP";"PRESIDENTE VENCESLAU"
3541604;"SP";"PROMISSAO"
3541653;"SP";"QUADRA"
3541703;"SP";"QUATA"
3541802;"SP";"QUEIROZ"
3541901;"SP";"QUELUZ"
3542008;"SP";"QUINTANA"
3542107;"SP";"RAFARD"
3542206;"SP";"RANCHARIA"
3542305;"SP";"REDENCAO DA SERRA"
3542404;"SP";"REGENTE FEIJO"
3542503;"SP";"REGINOPOLIS"
3542602;"SP";"REGISTRO"
3542701;"SP";"RESTINGA"
3542800;"SP";"RIBEIRA"
3542909;"SP";"RIBEIRAO BONITO"
3543006;"SP";"RIBEIRAO BRANCO"
3543105;"SP";"RIBEIRAO CORRENTE"
3543204;"SP";"RIBEIRAO DO SUL"
3543238;"SP";"RIBEIRAO DOS INDIOS"
3543253;"SP";"RIBEIRAO GRANDE"
3543303;"SP";"RIBEIRAO PIRES"
3543402;"SP";"RIBEIRAO PRETO"
3543600;"SP";"RIFAINA"
3543709;"SP";"RINCAO"
3543808;"SP";"RINOPOLIS"
3543907;"SP";"RIO CLARO"
3544004;"SP";"RIO DAS PEDRAS"
3544103;"SP";"RIO GRANDE DA SERRA"
3544202;"SP";"RIOLANDIA"
3543501;"SP";"RIVERSUL"
3544251;"SP";"ROSANA"
3544301;"SP";"ROSEIRA"
3544400;"SP";"RUBIACEA"
3544509;"SP";"RUBINEIA"
3544608;"SP";"SABINO"
3544707;"SP";"SAGRES"
3544806;"SP";"SALES"
3544905;"SP";"SALES OLIVEIRA"
3545001;"SP";"SALESOPOLIS"
3545100;"SP";"SALMOURAO"
3545159;"SP";"SALTINHO"
3545209;"SP";"SALTO"
3545308;"SP";"SALTO DE PIRAPORA"
3545407;"SP";"SALTO GRANDE"
3545506;"SP";"SANDOVALINA"
3545605;"SP";"SANTA ADELIA"
3545704;"SP";"SANTA ALBERTINA"
3545803;"SP";"SANTA BARBARA D OESTE"
3546009;"SP";"SANTA BRANCA"
3546108;"SP";"SANTA CLARA D OESTE"
3546207;"SP";"SANTA CRUZ DA CONCEICAO"
3546256;"SP";"SANTA CRUZ DA ESPERANCA"
3546306;"SP";"SANTA CRUZ DAS PALMEIRAS"
3546405;"SP";"SANTA CRUZ DO RIO PARDO"
3546504;"SP";"SANTA ERNESTINA"
3546603;"SP";"SANTA FE DO SUL"
3546702;"SP";"SANTA GERTRUDES"
3546801;"SP";"SANTA ISABEL"
3546900;"SP";"SANTA LUCIA"
3547007;"SP";"SANTA MARIA DA SERRA"
3547106;"SP";"SANTA MERCEDES"
3547205;"SP";"SANTANA DA PONTE PENSA"
3547304;"SP";"SANTANA DE PARNAIBA"
3547403;"SP";"SANTA RITA D OESTE"
3547502;"SP";"SANTA RITA DO PASSA QUATRO"
3547601;"SP";"SANTA ROSA DE VITERBO"
3547650;"SP";"SANTA SALETE"
3547700;"SP";"SANTO ANASTACIO"
3547809;"SP";"SANTO ANDRE"
3547908;"SP";"SANTO ANTONIO DA ALEGRIA"
3548005;"SP";"SANTO ANTONIO DE POSSE"
3548054;"SP";"SANTO ANTONIO DO ARACANGUA"
3548104;"SP";"SANTO ANTONIO DO JARDIM"
3548203;"SP";"SANTO ANTONIO DO PINHAL"
3548302;"SP";"SANTO EXPEDITO"
3548401;"SP";"SANTOPOLIS DO AGUAPEI"
3548500;"SP";"SANTOS"
3548609;"SP";"SAO BENTO DO SAPUCAI"
3548708;"SP";"SAO BERNARDO DO CAMPO"
3548807;"SP";"SAO CAETANO DO SUL"
3548906;"SP";"SAO CARLOS"
3549003;"SP";"SAO FRANCISCO"
3549102;"SP";"SAO JOAO DA BOA VISTA"
3549201;"SP";"SAO JOAO DAS DUAS PONTES"
3549250;"SP";"SAO JOAO DE IRACEMA"
3549300;"SP";"SAO JOAO DO PAU D ALHO"
3549409;"SP";"SAO JOAQUIM DA BARRA"
3549508;"SP";"SAO JOSE DA BELA VISTA"
3549607;"SP";"SAO JOSE DO BARREIRO"
3549706;"SP";"SAO JOSE DO RIO PARDO"
3549805;"SP";"SAO JOSE DO RIO PRETO"
3549904;"SP";"SAO JOSE DOS CAMPOS"
3549953;"SP";"SAO LOURENCO DA SERRA"
3550001;"SP";"SAO LUIS DO PARAITINGA"
3550100;"SP";"SAO MANUEL"
3550209;"SP";"SAO MIGUEL ARCANJO"
3550308;"SP";"SAO PAULO"
3550407;"SP";"SAO PEDRO"
3550506;"SP";"SAO PEDRO DO TURVO"
3550605;"SP";"SAO ROQUE"
3550704;"SP";"SAO SEBASTIAO"
3550803;"SP";"SAO SEBASTIAO DA GRAMA"
3550902;"SP";"SAO SIMAO"
3551009;"SP";"SAO VICENTE"
3551108;"SP";"SARAPUI"
3551207;"SP";"SARUTAIA"
3551306;"SP";"SEBASTIANOPOLIS DO SUL"
3551405;"SP";"SERRA AZUL"
3551504;"SP";"SERRANA"
3551603;"SP";"SERRA NEGRA"
3551702;"SP";"SERTAOZINHO"
3551801;"SP";"SETE BARRAS"
3551900;"SP";"SEVERINIA"
3552007;"SP";"SILVEIRAS"
3552106;"SP";"SOCORRO"
3552205;"SP";"SOROCABA"
3552304;"SP";"SUD MENNUCCI"
3552403;"SP";"SUMARE"
3552551;"SP";"SUZANAPOLIS"
3552502;"SP";"SUZANO"
3552601;"SP";"TABAPUA"
3552700;"SP";"TABATINGA"
3552809;"SP";"TABOAO DA SERRA"
3552908;"SP";"TACIBA"
3553005;"SP";"TAGUAI"
3553104;"SP";"TAIACU"
3553203;"SP";"TAIUVA"
3553302;"SP";"TAMBAU"
3553401;"SP";"TANABI"
3553500;"SP";"TAPIRAI"
3553609;"SP";"TAPIRATIBA"
3553658;"SP";"TAQUARAL"
3553708;"SP";"TAQUARITINGA"
3553807;"SP";"TAQUARITUBA"
3553856;"SP";"TAQUARIVAI"
3553906;"SP";"TARABAI"
3553955;"SP";"TARUMA"
3554003;"SP";"TATUI"
3554102;"SP";"TAUBATE"
3554201;"SP";"TEJUPA"
3554300;"SP";"TEODORO SAMPAIO"
3554409;"SP";"TERRA ROXA"
3554508;"SP";"TIETE"
3554607;"SP";"TIMBURI"
3554656;"SP";"TORRE DE PEDRA"
3554706;"SP";"TORRINHA"
3554755;"SP";"TRABIJU"
3554805;"SP";"TREMEMBE"
3554904;"SP";"TRES FRONTEIRAS"
3554953;"SP";"TUIUTI"
3555000;"SP";"TUPA"
3555109;"SP";"TUPI PAULISTA"
3555208;"SP";"TURIUBA"
3555307;"SP";"TURMALINA"
3555356;"SP";"UBARANA"
3555406;"SP";"UBATUBA"
3555505;"SP";"UBIRAJARA"
3555604;"SP";"UCHOA"
3555703;"SP";"UNIAO PAULISTA"
3555802;"SP";"URANIA"
3555901;"SP";"URU"
3556008;"SP";"URUPES"
3556107;"SP";"VALENTIM GENTIL"
3556206;"SP";"VALINHOS"
3556305;"SP";"VALPARAISO"
3556354;"SP";"VARGEM"
3556404;"SP";"VARGEM GRANDE DO SUL"
3556453;"SP";"VARGEM GRANDE PAULISTA"
3556503;"SP";"VARZEA PAULISTA"
3556602;"SP";"VERA CRUZ"
3556701;"SP";"VINHEDO"
3556800;"SP";"VIRADOURO"
3556909;"SP";"VISTA ALEGRE DO ALTO"
3556958;"SP";"VITORIA BRASIL"
3557006;"SP";"VOTORANTIM"
3557105;"SP";"VOTUPORANGA"
3557154;"SP";"ZACARIAS"
2800100;"SE";"AMPARO DE SAO FRANCISCO"
2800209;"SE";"AQUIDABA"
2800308;"SE";"ARACAJU"
2800407;"SE";"ARAUA"
2800506;"SE";"AREIA BRANCA"
2800605;"SE";"BARRA DOS COQUEIROS"
2800670;"SE";"BOQUIM"
2800704;"SE";"BREJO GRANDE"
2801009;"SE";"CAMPO DO BRITO"
2801108;"SE";"CANHOBA"
2801207;"SE";"CANINDE DE SAO FRANCISCO"
2801306;"SE";"CAPELA"
2801405;"SE";"CARIRA"
2801504;"SE";"CARMOPOLIS"
2801603;"SE";"CEDRO DE SAO JOAO"
2801702;"SE";"CRISTINAPOLIS"
2801900;"SE";"CUMBE"
2802007;"SE";"DIVINA PASTORA"
2802106;"SE";"ESTANCIA"
2802205;"SE";"FEIRA NOVA"
2802304;"SE";"FREI PAULO"
2802403;"SE";"GARARU"
2802502;"SE";"GENERAL MAYNARD"
2802601;"SE";"GRACHO CARDOSO"
2802700;"SE";"ILHA DAS FLORES"
2802809;"SE";"INDIAROBA"
2802908;"SE";"ITABAIANA"
2803005;"SE";"ITABAIANINHA"
2803104;"SE";"ITABI"
2803203;"SE";"ITAPORANGA D AJUDA"
2803302;"SE";"JAPARATUBA"
2803401;"SE";"JAPOATA"
2803500;"SE";"LAGARTO"
2803609;"SE";"LARANJEIRAS"
2803708;"SE";"MACAMBIRA"
2803807;"SE";"MALHADA DOS BOIS"
2803906;"SE";"MALHADOR"
2804003;"SE";"MARUIM"
2804102;"SE";"MOITA BONITA"
2804201;"SE";"MONTE ALEGRE DE SERGIPE"
2804300;"SE";"MURIBECA"
2804409;"SE";"NEOPOLIS"
2804458;"SE";"NOSSA SENHORA APARECIDA"
2804508;"SE";"NOSSA SENHORA DA GLORIA"
2804607;"SE";"NOSSA SENHORA DAS DORES"
2804706;"SE";"NOSSA SENHORA DE LOURDES"
2804805;"SE";"NOSSA SENHORA DO SOCORRO"
2804904;"SE";"PACATUBA"
2805000;"SE";"PEDRA MOLE"
2805109;"SE";"PEDRINHAS"
2805208;"SE";"PINHAO"
2805307;"SE";"PIRAMBU"
2805406;"SE";"POCO REDONDO"
2805505;"SE";"POCO VERDE"
2805604;"SE";"PORTO DA FOLHA"
2805703;"SE";"PROPRIA"
2805802;"SE";"RIACHAO DO DANTAS"
2805901;"SE";"RIACHUELO"
2806008;"SE";"RIBEIROPOLIS"
2806107;"SE";"ROSARIO DO CATETE"
2806206;"SE";"SALGADO"
2806305;"SE";"SANTA LUZIA DO ITANHY"
2806404;"SE";"SANTANA DO SAO FRANCISCO"
2806503;"SE";"SANTA ROSA DE LIMA"
2806602;"SE";"SANTO AMARO DAS BROTAS"
2806701;"SE";"SAO CRISTOVAO"
2806800;"SE";"SAO DOMINGOS"
2806909;"SE";"SAO FRANCISCO"
2807006;"SE";"SAO MIGUEL DO ALEIXO"
2807105;"SE";"SIMAO DIAS"
2807204;"SE";"SIRIRI"
2807303;"SE";"TELHA"
2807402;"SE";"TOBIAS BARRETO"
2807501;"SE";"TOMAR DO GERU"
2807600;"SE";"UMBAUBA"
1700251;"TO";"ABREULANDIA"
1700301;"TO";"AGUIARNOPOLIS"
1700350;"TO";"ALIANCA DO TOCANTINS"
1700400;"TO";"ALMAS"
1700707;"TO";"ALVORADA"
1701002;"TO";"ANANAS"
1701051;"TO";"ANGICO"
1701101;"TO";"APARECIDA DO RIO NEGRO"
1701309;"TO";"ARAGOMINAS"
1701903;"TO";"ARAGUACEMA"
1702000;"TO";"ARAGUACU"
1702109;"TO";"ARAGUAINA"
1702158;"TO";"ARAGUANA"
1702208;"TO";"ARAGUATINS"
1702307;"TO";"ARAPOEMA"
1702406;"TO";"ARRAIAS"
1702554;"TO";"AUGUSTINOPOLIS"
1702703;"TO";"AURORA DO TOCANTINS"
1702901;"TO";"AXIXA DO TOCANTINS"
1703008;"TO";"BABACULANDIA"
1703057;"TO";"BANDEIRANTES DO TOCANTINS"
1703073;"TO";"BARRA DO OURO"
1703107;"TO";"BARROLANDIA"
1703206;"TO";"BERNARDO SAYAO"
1703305;"TO";"BOM JESUS DO TOCANTINS"
1703602;"TO";"BRASILANDIA DO TOCANTINS"
1703701;"TO";"BREJINHO DE NAZARE"
1703800;"TO";"BURITI DO TOCANTINS"
1703826;"TO";"CACHOEIRINHA"
1703842;"TO";"CAMPOS LINDOS"
1703867;"TO";"CARIRI DO TOCANTINS"
1703883;"TO";"CARMOLANDIA"
1703891;"TO";"CARRASCO BONITO"
1703909;"TO";"CASEARA"
1704105;"TO";"CENTENARIO"
1704600;"TO";"CHAPADA DE AREIA"
1705102;"TO";"CHAPADA DA NATIVIDADE"
1705508;"TO";"COLINAS DO TOCANTINS"
1716703;"TO";"COLMEIA"
1705557;"TO";"COMBINADO"
1705607;"TO";"CONCEICAO DO TOCANTINS"
1706001;"TO";"COUTO DE MAGALHAES"
1706100;"TO";"CRISTALANDIA"
1706258;"TO";"CRIXAS DO TOCANTINS"
1706506;"TO";"DARCINOPOLIS"
1707009;"TO";"DIANOPOLIS"
1707108;"TO";"DIVINOPOLIS DO TOCANTINS"
1707207;"TO";"DOIS IRMAOS DO TOCANTINS"
1707306;"TO";"DUERE"
1707405;"TO";"ESPERANTINA"
1707553;"TO";"FATIMA"
1707652;"TO";"FIGUEIROPOLIS"
1707702;"TO";"FILADELFIA"
1708205;"TO";"FORMOSO DO ARAGUAIA"
1708254;"TO";"FORTALEZA DO TABOCAO"
1708304;"TO";"GOIANORTE"
1709005;"TO";"GOIATINS"
1709302;"TO";"GUARAI"
1709500;"TO";"GURUPI"
1709807;"TO";"IPUEIRAS"
1710508;"TO";"ITACAJA"
1710706;"TO";"ITAGUATINS"
1710904;"TO";"ITAPIRATINS"
1711100;"TO";"ITAPORA DO TOCANTINS"
1711506;"TO";"JAU DO TOCANTINS"
1711803;"TO";"JUARINA"
1711902;"TO";"LAGOA DA CONFUSAO"
1711951;"TO";"LAGOA DO TOCANTINS"
1712009;"TO";"LAJEADO"
1712157;"TO";"LAVANDEIRA"
1712405;"TO";"LIZARDA"
1712454;"TO";"LUZINOPOLIS"
1712504;"TO";"MARIANOPOLIS DO TOCANTINS"
1712702;"TO";"MATEIROS"
1712801;"TO";"MAURILANDIA DO TOCANTINS"
1713205;"TO";"MIRACEMA DO TOCANTINS"
1713304;"TO";"MIRANORTE"
1713601;"TO";"MONTE DO CARMO"
1713700;"TO";"MONTE SANTO DO TOCANTINS"
1713957;"TO";"MURICILANDIA"
1714203;"TO";"NATIVIDADE"
1714302;"TO";"NAZARE"
1714880;"TO";"NOVA OLINDA"
1715002;"TO";"NOVA ROSALANDIA"
1715101;"TO";"NOVO ACORDO"
